id,text,expected_category,predicted_category,urgency,needs_human,suggested_response_type,routing_reason,response_draft,internal_note
78,층을 선택한 뒤 시작 장면으로 넘어가는 과정이 궁금합니다.,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
79,초반 층에서 막히면 어느 층부터 다시 연습하는 게 좋나요?,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
80,층 진행과 라운드 진행의 차이를 쉽게 설명해 주세요.,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
81,번개 스킬은 어떤 대상에게 연쇄 피해를 주나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
82,오르펠의 빙결 스킬은 적을 얼마나 오래 멈추게 하나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
83,아르덴 화염 스킬의 범위와 피해 방식이 궁금합니다.,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
84,루미엘 축복은 다른 마법사의 공격에도 영향을 주나요?,skill_combat,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
85,노바린 번개 비 스킬은 무작위 적을 공격하나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
86,스킬 쿨타임이 끝났는지 전투 중 확인하는 방법이 있나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
87,기본 공격과 자동 스킬이 동시에 나가지 않는 경우가 정상인가요?,skill_combat,skill_combat,medium,true,skill_combat_answer,기능 설명과 실제 동작 차이를 언급해 사람 검토가 필요한 경계 사례로 라우팅합니다.,"문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다. 이 문의는 담당 검토가 필요할 수 있으며, 확인 과정에서 추가 정보 요청이 있을 수 있습니다.",자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. Router reason: 기능 설명과 실제 동작 차이를 언급해 사람 검토가 필요한 경계 사례로 라우팅합니다.
88,빙결과 둔화가 함께 걸리면 이동 속도는 어떻게 계산되나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
89,화상 피해는 적 체력 바에 바로 반영되나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
90,분열 슬라임에게 범위 스킬을 쓰면 새로 나온 적도 맞나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
91,마법 투사체가 가장 가까운 적을 우선 공격하나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
92,스킬 피해 계산에 전역 공격력 보너스가 포함되나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
93,상태 이상 효과가 보스에게도 똑같이 적용되나요?,skill_combat,tower_progress,medium,true,bug_triage,"분류 category는 기능 문의이지만 실패, 미지급, 표시 오류 신호가 있어 버그 triage로 라우팅합니다.","제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 이 문의는 담당 검토가 필요할 수 있으며, 확인 과정에서 추가 정보 요청이 있을 수 있습니다.","사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 분류 category는 기능 문의이지만 실패, 미지급, 표시 오류 신호가 있어 버그 triage로 라우팅합니다."
94,루미엘 축복 파동 효과가 보이면 실제 버프도 적용된 건가요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
95,번개 체인 이펙트와 실제 피해 타이밍이 어떻게 연결되나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
96,오르펠 스킬 범위 안에 적이 없으면 스킬을 아끼나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
97,불 속성 공격과 화상 지속 피해는 별도 피해로 계산되나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
98,스킬이 발동하는 동안 기본 공격이 잠기는 이유가 궁금합니다.,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
99,적이 경로 끝에 가까울 때 스킬 우선순위가 달라지나요?,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
100,피해 팝업 숫자와 실제 체력 감소가 같은 기준인지 알고 싶어요.,skill_combat,skill_combat,low,false,skill_combat_answer,"스킬 효과, 쿨타임, 피해 계산, 타격 판정 문의로 판단해 전투/스킬 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 스킬 효과, 쿨타임, 피해 계산, 타격 판정 또는 전투 상호작용 관련 문의로 확인됩니다. 스킬은 대상, 범위, 발동 조건, 상태 효과에 따라 체감 결과가 달라질 수 있습니다. 특정 스킬이 기대와 다르게 보이는 경우에는 사용한 마법사, 대상 적, 전투 상황을 함께 확인하는 것이 좋습니다.","자동 안내 가능: 스킬/전투 규칙 안내 문의입니다. predicted_category=skill_combat, urgency=low."
101,레조넌스 작동 후 전설 마법사가 생성되지 않고 재료만 사라졌어요.,bug_report,bug_report,high,true,bug_triage,"진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다.","제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 현재 문의는 우선 확인이 필요한 사례로 분류되었으므로, 재현 단계와 발생 시점을 최대한 구체적으로 남겨 주시면 검토에 도움이 됩니다.","사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다."
102,마법사 소환 버튼을 눌렀는데 골드만 줄고 새 마법사가 나오지 않았습니다.,bug_report,bug_report,medium,true,bug_triage,실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.,"제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 이 문의는 담당 검토가 필요할 수 있으며, 확인 과정에서 추가 정보 요청이 있을 수 있습니다.",사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.
103,소환 UI가 멈춘 뒤 전투 진행이 안 됩니다.,bug_report,bug_report,high,true,bug_triage,"진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다.","제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 현재 문의는 우선 확인이 필요한 사례로 분류되었으므로, 재현 단계와 발생 시점을 최대한 구체적으로 남겨 주시면 검토에 도움이 됩니다.","사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다."
104,마법사를 배치한 뒤 클릭 입력을 간헐적으로 인식하지 못합니다.,bug_report,bug_report,medium,true,bug_triage,실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.,"제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 이 문의는 담당 검토가 필요할 수 있으며, 확인 과정에서 추가 정보 요청이 있을 수 있습니다.",사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.
105,중앙 언덕 안에 있는데도 마법사가 갑자기 밖으로 튕겨 나가 보입니다.,bug_report,bug_report,high,true,bug_triage,"진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다.","제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 현재 문의는 우선 확인이 필요한 사례로 분류되었으므로, 재현 단계와 발생 시점을 최대한 구체적으로 남겨 주시면 검토에 도움이 됩니다.","사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다."
106,적 경로 위에 소환 포인트가 생긴 것처럼 보여서 적 이동이 이상합니다.,bug_report,bug_report,medium,true,bug_triage,실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.,"제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 이 문의는 담당 검토가 필요할 수 있으며, 확인 과정에서 추가 정보 요청이 있을 수 있습니다.",사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.
107,타워 층을 선택했는데 전투에서는 다른 층으로 시작됩니다.,bug_report,bug_report,medium,true,bug_triage,실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.,"제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 이 문의는 담당 검토가 필요할 수 있으며, 확인 과정에서 추가 정보 요청이 있을 수 있습니다.",사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.
108,층 클리어 후 보상 화면 없이 마을로 돌아가 버렸습니다.,bug_report,bug_report,high,true,bug_triage,"진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다.","제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 현재 문의는 우선 확인이 필요한 사례로 분류되었으므로, 재현 단계와 발생 시점을 최대한 구체적으로 남겨 주시면 검토에 도움이 됩니다.","사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다."
109,레벨 보상이 두 번 지급된 것 같습니다 확인 부탁드립니다.,bug_report,bug_report,high,true,bug_triage,"진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다.","제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 현재 문의는 우선 확인이 필요한 사례로 분류되었으므로, 재현 단계와 발생 시점을 최대한 구체적으로 남겨 주시면 검토에 도움이 됩니다.","사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다."
110,게임이 특정 라운드에서 강제 종료됩니다.,bug_report,bug_report,high,true,bug_triage,"진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다.","제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 현재 문의는 우선 확인이 필요한 사례로 분류되었으므로, 재현 단계와 발생 시점을 최대한 구체적으로 남겨 주시면 검토에 도움이 됩니다.","사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 진행 불가, 크래시, 보상/재화 손실 가능성이 있어 high 우선순위 버그 triage로 라우팅합니다."
111,프레임 드랍이 적이 많이 몰릴 때만 심하게 발생합니다.,bug_report,bug_report,medium,true,bug_triage,실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.,"제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 이 문의는 담당 검토가 필요할 수 있으며, 확인 과정에서 추가 정보 요청이 있을 수 있습니다.",사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.
112,그래픽이 깨져서 마법사와 적이 겹쳐 보입니다.,bug_report,bug_report,medium,true,bug_triage,실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.,"제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 이 문의는 담당 검토가 필요할 수 있으며, 확인 과정에서 추가 정보 요청이 있을 수 있습니다.",사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.
113,플레이 중 간헐적으로 사운드가 끊깁니다.,bug_report,bug_report,medium,true,bug_triage,실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.,"제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 이 문의는 담당 검토가 필요할 수 있으며, 확인 과정에서 추가 정보 요청이 있을 수 있습니다.",사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 실제 동작 실패나 손실 가능성이 있어 버그 재현 확인 절차로 라우팅합니다.
